"","particpate","elaboration","prefood","pregas","prebank","preretail","preother","Rfreq","mile1","mile2","mile3","mile4","basemile"
"52865",0,0,0,2.25806427,69.322570801,0.3387095928,2.8225803375,0,59,395,0,23,74.7419250013
"52876",0,0,0,2.9354820251,9.0322570801,0,7.9032249451,0,40,0,0,0,19.8709640503
"52878",1,22,20.54838562,0,77.225769043,0,8.9193496704,0,87,1,0,0,106.6935043334
"52880",0,0,157.5,0.5645160675,0,0.2258063555,0.5645160675,0,25,0,652,1,158.8548384905
"52881",1,45,10.27419281,1.4677410126,3.2741928101,0.2258063555,2.3709659576,0,29,23,6,7,17.6128989458
"52885",1,46,51.935455322,0,18.854827881,0.1129031777,0.3387095928,0,31,0,280,19,71.2418959735
"52889",1,26,0,0,0,0,8.5806427002,0,0,3,0,0,8.5806427002
"52893",0,0,75.870910645,0,46.854827881,0,0,0,0,147,35,0,122.725738526
"52902",0,0,92.69354248,0.3387095928,0,6.4354820251,2.4838695526,0,3,8,7,1,101.9516036505
"52905",1,25,55.209655762,0,25.62902832,0,0.6774191856,0,4,67,47,1,81.5161032676
"52906",0,0,11.40322113,6.3225784302,0,0.6774191856,0.9032254219,0,12,21,29,116,19.3064441677
"52909",1,46,0,0.451612711,37.370941162,4.1774177551,0.6774191856,0,0,17,0,135,42.6773908137
"52913",0,0,0,0,0,1.01612854,0,0,0,0,0,0,1.01612854
"52914",0,0,35.451599121,0.1129031777,0,0,0,0,31,22,30,3,35.5645022987
"52916",0,0,1.129032135,2.4838695526,0,0,11.51612854,0,25,1,101,60,15.1290302276
"52923",1,21,2.8225803375,0,0,0,0,0,8,9,0,5,2.8225803375
"52939",0,0,13.54838562,4.1774177551,0,0,0,0,6,5,6,6,17.7258033751
"52946",0,0,3.387096405,0,0,0.2258063555,5.0806427002,0,4,0,0,15,8.6935454607
"52950",0,0,0.2258063555,0.9032254219,9.5967712402,0.7903223038,0.7903223038,0,48,2,0,2,12.3064476252
"52952",0,0,50.12902832,0,0,0.5645160675,0,0,131,55,0,0,50.6935443875
"52957",0,0,0.6774191856,0,21.790313721,4.51612854,0,0,0,0,57,0,26.9838614466
"52958",0,0,8.2419281006,0.9032254219,0,0,2.5967731476,0,22,13,17,5,11.7419266701
"52965",1,14,53.403198242,0.6774191856,0,0,0.5645160675,0,80,84,604,0,54.6451334951
"52978",1,22,0.9032254219,0.1129031777,0,0,0,0,1,0,0,0,1.0161285996
"52979",1,8,94.5,0,0,0,0,0,15,301,0,0,94.5
"52982",1,33,0,0,55.774169922,0,0,0,0,155,0,0,55.774169922
"52987",1,19,54.306427002,15.01612854,0,0.1129031777,0.6774191856,0,5,12,21,4,70.1128779053
"52988",0,0,14.45160675,3.0483856201,40.19354248,0.451612711,0,0,1,142,13,2,58.1451475611
"52989",0,0,1.4677410126,0.6774191856,3.5,0,0,0,0,8,6,0,5.6451601982
"53008",0,0,73.387084961,9.7096710205,82.080627441,0,0.3387095928,0,216,4,7,0,165.5160930153
"53010",1,24,33.645141602,2.145160675,35.338684082,0.2258063555,0.451612711,0,50,54,49,59,71.8064054255
"53011",1,25,14.79032135,0,0,0.9032254219,0,0,4,0,0,6,15.6935467719
"53013",1,23,68.080627441,1.5806446075,81.967712402,0,20.09677124,0,115,8,3,326,171.7257556905
"53015",1,16,0.2258063555,1.5806446075,17.04838562,4.7419319153,4.9677391052,1,2,2,38,153,28.5645076035
"53019",0,0,5.75806427,1.01612854,11.17741394,0,0,0,64,0,1,42,17.95160675
"53024",1,13,0,2.25806427,142.37084961,6.5483856201,1.6935482025,3,6,4,144,288,152.8708477026
"53026",1,29,4.7419319153,0,10.95160675,0.6774191856,2.8225803375,0,36,15,0,0,19.1935381884
"53033",0,0,79.370910645,0,23.709671021,2.25806427,38.387084961,0,131,19,55,9,143.725730897
"53035",0,0,128.37084961,7.7903213501,59.725799561,0.7903223038,1.3548383713,0,69,257,95,7,198.0321311962
"53042",1,49,6.5483856201,0,19.419342041,11.51612854,9.7096710205,0,343,49,0,67,47.1935272216
"53044",0,0,13.43547821,0,0,0,0,0,3,0,2,2,13.43547821
"53067",0,0,91.677368164,0,16.14515686,0,5.645160675,0,5,0,0,0,113.467685699
"53068",1,21,36.467712402,0.9032254219,0,1.6935482025,0,0,150,51,40,37,39.0644860264
"53069",1,7,0.2258063555,0,1.5806446075,2.4838695526,0,0,5,0,2,2,4.2903205156
"53071",1,16,17.387084961,0,0,0,0,0,0,86,31,58,17.387084961
"53072",1,15,240.37084961,20.6612854,30.370956421,0,0,0,2,359,256,105,291.403091431
"53089",0,0,0.9032254219,0.2258063555,29.69354248,0,0.2258063555,0,0,0,1,1,31.0483806129
"53095",0,0,0.1129031777,0,0,0,0.2258063555,0,0,3,0,1,0.3387095332
"53097",1,7,14.56451416,0,22.01612854,0,0.5645160675,0,4,60,1,26,37.1451587675
"53105",1,42,0,0.1129031777,0,0,0,0,0,0,2,2,0.1129031777
"53108",1,36,5.9838676453,0,0,0,0,0,2,2,0,2,5.9838676453
"53115",1,12,0,0.7903223038,0,0,1.129032135,0,5,1,1,6,1.9193544388
"53116",0,0,42.790313721,2.4838695526,68.645141602,0,12.75806427,0,243,8,91,3,126.6773891456
"53117",1,27,4.4032249451,7,0,0,0.2258063555,0,2,12,119,7,11.6290313006
"53120",1,5,0,0.2258063555,13.6612854,0,1.5806446075,0,35,0,0,40,15.467736363
"53124",0,0,0,0,32.06451416,0,0,0,0,107,1,4,32.06451416
"53125",0,0,47.080627441,0,48.548370361,0,0.2258063555,0,0,0,22,0,95.8548041575
"53140",0,0,3.6129016876,1.3548383713,28.338699341,0,0,0,165,178,5,33,33.3064393999
"53144",1,10,0.1129031777,0,4.0645141602,0,0,0,0,31,0,0,4.1774173379
"53148",1,19,11.51612854,5.645160675,0,7.1128997803,0,0,12,8,24,14,24.2741889953
"53150",0,0,1.129032135,0,1.3548383713,0,0,0,1,0,1,1,2.4838705063
"53151",1,14,14.33870697,0.2258063555,0,0.451612711,0,0,29,24,13,15,15.0161260365
"53191",1,24,2.9354820251,0,0,0,2.0322570801,0,3,2,5,11,4.9677391052
"53195",1,11,44.709655762,0.2258063555,0,2.145160675,0,0,50,53,25,103,47.0806227925
"53196",1,50,14.11289978,0,0,0.2258063555,0.3387095928,0,3,0,0,3,14.6774157283
"53197",0,0,7.1128997803,0,15.01612854,0.6774191856,0.3387095928,0,0,47,2,17,23.1451570987
"53199",1,35,15.467735291,9.4838638306,32.290313721,0,0,0,8,8,16,100,57.2419128426
"53202",0,0,3.1612892151,1.6935482025,56.790313721,0,13.43547821,0,12,22,6,116,75.0806293486
"53209",0,0,7.9032249451,0,0,0.1129031777,0.6774191856,0,10,9,12,22,8.6935473084
"53222",0,0,2.25806427,0,0,0.7903223038,2.7096767426,0,7,2,7,18,5.7580633164
"53231",1,27,1.5806446075,0,0.7903223038,0,0,0,0,1,3,6,2.3709669113
"53239",0,0,13.32257843,0.2258063555,6.3225784302,0,0.5645160675,0,31,4,55,5,20.4354792832
"53240",0,0,2.25806427,4.4032249451,0,0.1129031777,0,0,4,3,3,18,6.7741923928
"53244",1,32,48.548370361,0,3.7258052826,0,0.6774191856,0,43,13,13,74,52.9515948292
"53252",1,31,4.0645141602,8.6935424805,0,0,0.3387095928,0,25,6,16,7,13.0967662335
"53254",1,13,8.01612854,0,0,0,0,0,3,7,3,1,8.01612854
"53278",1,25,1.01612854,0.451612711,4.51612854,1.4677410126,8.4677352905,0,4,0,40,9,15.9193460941
"53281",1,30,2.4838695526,0.2258063555,0,0,0,0,10,20,0,0,2.7096759081
"53301",1,8,29.467727661,0,3.1612892151,0,0.7903223038,0,10,18,17,0,33.4193391799
"53304",1,30,3.2741928101,8.1290283203,46.290313721,2.145160675,0,0,26,49,5,4,59.8386955264
"53334",0,0,6.2096748352,0,31.387084961,4.0645141602,0,0,21,28,34,287,41.6612739564
"53336",0,0,2.0322570801,0,0,0,0,0,2,2,2,3,2.0322570801
"53346",0,0,4.1774177551,0,7,0.1129031777,0,0,6,16,8,10,11.2903209328
"53352",0,0,7.1128997803,0,0,0.2258063555,0,0,7,14,8,16,7.3387061358
"53356",1,1,0.6774191856,0.3387095928,0,0,0.3387095928,0,0,1,0,1,1.3548383712
"53368",1,15,0,0.3387095928,0,0,0,0,1,0,0,0,0.3387095928
"53373",0,0,0,0,39.06451416,0,0,0,50,0,0,0,39.06451416
"53382",1,11,1.5806446075,0,43.919342041,0.451612711,0,0,180,3,6,21,45.9515993595
"53384",0,0,0,0,4.629032135,0.3387095928,2.7096767426,0,15,0,0,2,7.6774184704
"53413",1,6,4.51612854,1.2419347763,39.741912842,0.1129031777,0,0,12,84,21,1,45.612879336
"53421",0,0,3.7258052826,0,19.0806427,0,0,0,3,0,5,69,22.8064479826
"53425",1,25,7.6774177551,1.6935482025,0,0,0,0,4,23,6,8,9.3709659576
"53433",1,9,0.2258063555,0,146.20959473,1.9193544388,0,0,9,1,0,832,148.3547555243
"53443",1,35,0,2.4838695526,0,0,0,0,25,1,2,9,2.4838695526
"53455",0,0,4.51612854,0,0.7903223038,0,0,0,6,0,9,4,5.3064508438
"53467",0,0,7.5645141602,1.4677410126,69.548339844,0,0,0,6,40,119,25,78.5805950168
"53477",1,11,0.3387095928,5.645160675,5.1935462952,0,0.3387095928,0,12,0,1,116,11.5161261558
"53480",0,0,0.5645160675,0.5645160675,0,0,0,1,4,0,8,4,1.129032135
"53482",1,37,0.2258063555,0.9032254219,23.14515686,0.451612711,0.2258063555,0,21,102,4,5,24.9516077039
"53484",0,0,8.1290283203,0,0,0.1129031777,0,0,7,2,2,1,8.241931498
"53485",0,0,5.8709640503,0,0,1.8064508438,0,0,0,0,0,0,7.6774148941
"53503",1,10,0.9032254219,0,0,2.3709659576,0,0,1,0,2,4,3.2741913795
"53511",1,18,1.5806446075,7.4516105652,0,0,0,0,9,10,6,6,9.0322551727
"53515",0,0,10.38709259,0.1129031777,10.95160675,0,0,0,10,58,34,20,21.4516025177
"53533",0,0,43.241912842,0,2.0322570801,0,2.4838695526,0,37,218,3,102,47.7580394747
"53535",0,0,0.1129031777,2.0322570801,0,0,2.0322570801,0,0,2,0,0,4.1774173379
"53545",0,0,1.129032135,1.9193544388,0,0,2.7096767426,0,2,1,3,0,5.7580633164
"53547",0,0,14.56451416,0,41.6612854,0.2258063555,0.1129031777,0,1,109,1,28,56.5645090932
"53548",1,13,165.51611328,0.5645160675,0,0.7903223038,0.3387095928,0,56,1093,130,16,167.2096612441
"53565",0,0,19.758056641,0.3387095928,0,0,0,0,6,6,8,9,20.0967662338
"53578",0,0,11.17741394,2.9354820251,6.7741928101,0,0,0,145,21,17,7,20.8870887752
"53584",1,24,39.62902832,0,0,0,0,1,6,7,4,7,39.62902832
"53585",1,7,0,6.7741928101,0,1.01612854,0,0,0,0,2,0,7.7903213501
"53587",0,0,0,32.854827881,41.09677124,0,0.1129031777,0,6,7,162,0,74.0645022987
"53602",0,0,14.45160675,0.451612711,62.774169922,0.2258063555,0,0,0,30,3,11,77.9031957385
"53620",1,20,2.8225803375,0.451612711,0,0,0.3387095928,0,0,2,1,14,3.6129026413
"53624",0,0,31.61289978,13.209671021,0,0.7903223038,0.5645160675,0,0,579,10,3,46.1774091723
"53636",1,22,7.2258033752,0,0,0,0,0,4,1,27,1,7.2258033752
"53637",0,0,0.1129031777,0,40.983856201,0,0,16,312,0,0,0,41.0967593787
"53643",1,7,0,0.6774191856,0,0,0,0,5,8,0,0,0.6774191856
"53644",0,0,1.4677410126,0.5645160675,0,0,0,0,0,5,1,1,2.0322570801
"53647",1,27,22.919342041,0,0,0.9032254219,2.7096767426,0,10,19,3,43,26.5322442055
"53652",0,0,0,0,0,0,2.8225803375,0,0,0,0,0,2.8225803375
"53668",0,0,94.5,0,78.12902832,0.1129031777,0,0,310,230,343,170,172.7419314977
"53671",1,7,44.370941162,0,0,0,0,0,0,0,0,0,44.370941162
"53674",0,0,0,0,0,2.0322570801,0,0,0,0,0,0,2.0322570801
"53684",1,11,3.387096405,0,22.5806427,0.1129031777,0,0,18,33,12,29,26.0806422827
"53689",1,12,27.774185181,0,24.951599121,0,2.25806427,0,1,106,50,0,54.983848572
"53708",1,31,3.9516124725,3.5,0,0,57.919342041,0,6,9,68,22,65.3709545135
"53720",1,4,2.145160675,0,0,0,4.1774177551,0,2,0,18,14,6.3225784301
"53721",1,15,0.5645160675,0,0,0,0,0,0,0,1,1,0.5645160675
"53722",0,0,11.17741394,1.3548383713,0,0,0,0,9,8,1,3,12.5322523113
"53723",1,14,5.75806427,7.7903213501,16.370956421,0.3387095928,0,0,6,35,7,9,30.2580516339
"53727",0,0,2.3709659576,0,16.258056641,0,0,0,0,16,67,0,18.6290225986
"53734",0,0,1.129032135,0,0,1.3548383713,0.451612711,0,0,2,9,2,2.9354832173
"53737",0,0,4.4032249451,0,0,0,0,0,2,12,7,4,4.4032249451
"53740",1,38,10.95160675,0.9032254219,0,0,0,0,2,6,2,3,11.8548321719
"53748",1,26,18.62902832,0,0,0.3387095928,0,0,42,15,35,49,18.9677379128
"53753",1,44,2.25806427,0.451612711,0,0,0,0,8,4,8,8,2.709676981
"53765",0,0,0,6.3225784302,0,0.3387095928,0,0,3,9,121,9,6.661288023
"53770",0,0,0,0,10.1612854,0,0,0,0,0,0,0,10.1612854
"53780",1,23,0,0,88.854797363,0,1.129032135,0,25,302,10,0,89.983829498
"53781",0,0,29.806442261,0,0,0,0.2258063555,0,0,0,0,125,30.0322486165
"53787",1,22,176.01611328,4.2903213501,24.04838562,0.2258063555,0,0,51,471,4,126,204.5806266056
"53793",1,12,5.9838676453,0.9032254219,0,0.451612711,0,0,1,0,0,59,7.3387057782
"53796",1,3,3.9516124725,1.4677410126,0,0.1129031777,1.01612854,0,5,4,3,0,6.5483852028
"53802",1,8,95.403198242,0.6774191856,0,2.8225803375,0,0,260,547,174,304,98.9031977651
"53806",0,0,47.983856201,0,21.338699341,0,0,0,29,3,119,11,69.322555542
"53807",0,0,0.2258063555,0,0,0,0,0,0,0,0,0,0.2258063555
"53817",1,26,10.27419281,0.5645160675,49.112884521,0.1129031777,0,0,0,0,0,244,60.0644965762
"53823",0,0,0,2.4838695526,0,1.01612854,0.2258063555,0,1,0,5,0,3.7258044481
"53834",0,0,4.7419319153,4.4032249451,46.177398682,0,1.129032135,0,110,12,4,31,56.4515876774
"53839",0,0,0,0,0,0.451612711,0.3387095928,0,0,0,0,0,0.7903223038
"53860",0,0,12.75806427,0,32.741912842,0,5.8709640503,0,2524,0,3,22,51.3709411623
"53864",1,32,0.1129031777,1.01612854,23.03225708,0.451612711,0,0,1,67,1,3,24.6129015087
"53879",0,0,0.2258063555,0,0,0,0,0,0,0,2,0,0.2258063555
"53881",1,48,0,0,98.338684082,0.1129031777,0,0,20,0,5,0,98.4515872597
"53882",0,0,18.290313721,0,11.85483551,0.7903223038,0.7903223038,0,8,160,1,2,31.7257938386
"53885",1,51,17.04838562,2.0322570801,7.2258033752,0,0,0,21,1,2,9,26.3064460753
"53901",1,33,3.0483856201,0.1129031777,0,3.8387088776,0,0,30,189,39,6,6.9999976754
"53910",0,0,0,0,1.8064508438,0,0,0,0,57,0,0,1.8064508438
"53913",0,0,3.7258052826,0,35.56451416,0,8.8064498901,0,1,0,256,2,48.0967693327
"53916",0,0,4.51612854,0,0,0,0,0,0,0,0,0,4.51612854
"53920",0,0,4.51612854,0,8.1290283203,0,0,0,7,0,2,1,12.6451568603
"53931",1,8,30.370956421,5.9838676453,10.27419281,0,0,0,44,80,4,26,46.6290168763
"53943",0,0,0.6774191856,0,14.67741394,0,0,0,40,0,0,1,15.3548331256
"53964",0,0,0,0,6.5483856201,0,3.2741928101,0,40,0,11,2,9.8225784302
"53968",0,0,0,0,42.56451416,0,9.0322570801,0,0,0,0,73,51.5967712401
"53974",1,6,0.3387095928,0.451612711,0,1.6935482025,0,0,0,2,4,1,2.4838705063
"53975",1,8,1.2419347763,0,19.419342041,0,0,0,14,190,10,4,20.6612768173
"53978",0,0,1.4677410126,4.7419319153,93.709655762,0,18.403213501,0,52,5,3,135,118.3225421909
"53985",1,44,0.2258063555,0,16.258056641,0,0,0,0,85,0,0,16.4838629965
"53988",0,0,42.56451416,0,9.1451568604,0.1129031777,0,0,0,0,16,3,51.8225741981
"53992",0,0,0.6774191856,0,30.14515686,0.451612711,10.27419281,0,0,2,31,1,41.5483815666
"54001",1,3,0.1129031777,0,0,0,0,0,0,0,1,0,0.1129031777
"54034",1,39,23.709671021,0,6.3225784302,0.3387095928,0,0,0,0,0,0,30.370959044
"54036",1,14,0.2258063555,0,0,0,0,0,1,0,0,0,0.2258063555
"54042",1,23,52.838684082,0,32.403198242,1.3548383713,0,0,264,0,10,192,86.5967206953
"54044",1,43,34.6612854,0.9032254219,0,0,0.3387095928,0,9,0,1,0,35.9032204147
"54047",0,0,11.741928101,0.451612711,0,0,6.5483856201,0,2,0,47,2,18.7419264321
"54051",1,48,1.9193544388,0.6774191856,6.3225784302,0,0,0,22,1,12,12,8.9193520546
"54055",1,9,1.2419347763,0,3.387096405,0,0,0,20,0,0,0,4.6290311813
"54062",0,0,14.67741394,0.7903223038,2.9354820251,1.01612854,0,0,7,16,0,34,19.4193468089
"54072",1,20,153.88708496,2.0322570801,14.79032135,0,0,0,270,142,1414,170,170.7096633901
"54073",0,0,10.1612854,1.2419347763,32.403198242,0.3387095928,0,0,0,1,104,7,44.1451280111
"54088",1,27,65.145141602,1.2419347763,8.01612854,0.451612711,0,0,39,0,0,2,74.8548176293
"54090",1,6,0.451612711,0,11.40322113,0,0,0,0,103,0,1,11.854833841
"54098",0,0,0.1129031777,0,0,0,0,0,0,0,0,0,0.1129031777
"54102",1,27,0,0,13.54838562,0.1129031777,0.2258063555,0,127,0,0,1,13.8870951532
"54110",1,31,9.8225784302,0.9032254219,75.080627441,27.54838562,0,0,0,0,4,145,113.3548169131
"54117",0,0,0,0,0,0,0.2258063555,0,109,0,0,1,0.2258063555
"54121",0,0,0.1129031777,0,2.7096767426,0.2258063555,0,0,0,0,0,0,3.0483862758
"54125",0,0,0,13.6612854,32.854827881,1.4677410126,0,0,41,1,7,0,47.9838542936
"54132",1,7,66.612854004,19.758056641,80.274169922,0.3387095928,6.2096748352,0,33,8,18,180,173.193464995
"54134",0,0,0,0,4.0645141602,0.3387095928,0.7903223038,0,2,31,0,1,5.1935460568
"54137",1,23,6.887096405,1.9193544388,0,0,5.645160675,0,51,3,0,3,14.4516115188
"54141",1,22,29.467727661,0,10.61289978,0,0,0,0,0,40,60,40.080627441
"54145",1,44,147.90319824,0,0,0,3.0483856201,0,0,0,0,1,150.9515838601
"54152",0,0,51.258056641,0.2258063555,0,0,0,0,29,0,35,54,51.4838629965
"54162",0,0,121.59674072,0.451612711,0,0,1.6935482025,0,0,0,0,30,123.7419016335
"54166",1,8,48.322570801,0,0,0,0.6774191856,0,0,10,0,0,48.9999899866
"54167",0,0,113.01611328,0.451612711,0.3387095928,0,0.451612711,0,0,58,7,112,114.2580482948
"54170",0,0,0,2.9354820251,46.62902832,0,2.7096767426,0,138,4,5,12,52.2741870877
"54191",0,0,18.06451416,4.629032135,0,0.9032254219,0.2258063555,0,0,48,1,1,23.8225780724
"54192",0,0,2.4838695526,1.5806446075,0,0,2.3709659576,0,0,2,0,6,6.4354801177
"54267",1,33,36.580627441,0.9032254219,7.7903213501,0,1.129032135,0,53,1,71,10,46.403206348
"54268",1,16,0,0,0,0,1.129032135,0,0,0,0,3,1.129032135
"54270",1,24,0,0.451612711,0,0,0,0,0,2,0,0,0.451612711
"54284",0,0,47.419342041,1.01612854,0,1.129032135,0,0,9,14,8,7,49.564502716
"54285",1,14,95.290283203,0,16.709671021,0,0,0,624,9,10,8,111.999954224
"54292",0,0,20.09677124,7.6774177551,111.3225708,0.2258063555,1.01612854,0,797,5,2,17,140.3386946906
"54293",1,30,11.40322113,0.2258063555,0,0.1129031777,0,51,0,102,2,2,11.7419306632
"54296",1,26,22.5806427,0.9032254219,4.7419319153,19.19354248,0,0,33,55,4,8,47.4193425172
"54300",0,0,0.7903223038,0.7903223038,10.725799561,0,2.3709659576,0,11,11,51,389,14.6774101262
"54301",0,0,24.04838562,2.25806427,16.59677124,0,0,0,155,5,0,2,42.90322113
"54302",0,0,12.983863831,9.7096710205,82.758056641,0,0.3387095928,0,203,2,4,1,105.7903010853
"54305",0,0,9.0322570801,0,0,0,0.2258063555,0,2,5,0,6,9.2580634356
"54309",1,25,416.72558594,0,0,0,5.645160675,0,813,366,285,1115,422.370746615
"54313",1,25,0.5645160675,0,4.1774177551,0,8.5806427002,0,197,1,2,0,13.3225765228
"54319",1,11,53.290313721,0.451612711,8.2419281006,0,0,0,3,11,207,13,61.9838545326
"54322",1,32,0,0.6774191856,0,0,0,0,0,5,0,2,0.6774191856
"54329",0,0,33.080627441,0,31.61289978,0.451612711,0,0,0,75,0,85,65.145139932
"54341",0,0,214.62902832,0.451612711,0,0,3.9516124725,0,1,0,62,11,219.0322535035
"54344",1,36,0,0,0.6774191856,0,0,0,0,1,0,0,0.6774191856
"54348",0,0,2.25806427,0,7.3387069702,2.0322570801,6.7741928101,0,5,10,103,15,18.4032211304
"54349",0,0,0.3387095928,2.8225803375,0,0,0,0,1,1,0,3,3.1612899303
"54352",1,52,0,0,7.4516105652,0.2258063555,3.387096405,0,34,0,25,0,11.0645133257
"54357",0,0,1.5806446075,0.451612711,0,0.7903223038,0.2258063555,0,0,10,3,2,3.0483859778
"54367",1,13,58.483856201,10.95160675,59.951599121,0.6774191856,1.6935482025,0,21,52,18,101,131.7580294601
"54369",0,0,0.9032254219,0.2258063555,11.85483551,1.8064508438,0,0,0,28,2,0,14.7903181312
"54373",0,0,0,18.290313721,72.709655762,0.1129031777,0,0,44,2,40,331,91.1128726607
"54375",1,11,6.4354820251,0,73.5,0,6.7741928101,0,35,0,63,39,86.7096748352
"54398",1,5,2.9354820251,2.9354820251,131.87084961,0,7.2258033752,0,0,40,59,0,144.9676170354
"54407",0,0,1.2419347763,0,5.645160675,0,0,0,20,0,0,9,6.8870954513
"54411",0,0,0.2258063555,0,180.19348145,6.0967712402,0,0,689,0,22,1,186.5160590457
"54415",0,0,15.467735291,1.9193544388,0.6774191856,0,2.4838695526,0,9,15,11,1,20.548378468
"54423",0,0,4.0645141602,0,0,0,1.5806446075,0,1,7,0,2,5.6451587677
"54435",1,11,0,0,72.258056641,0,1.4677410126,0,0,0,163,2,73.7257976536
"54451",1,18,107.70965576,0,169.46765137,0,4.0645141602,0,476,0,70,1,281.2418212902
"54454",1,24,36.580627441,2.145160675,58.59677124,0.6774191856,1.129032135,0,4,7,1001,1,99.1290106766
"54455",0,0,1.6935482025,1.4677410126,0,4.0645141602,0,0,3,1,7,9,7.2258033753
"54464",0,0,13.77419281,0,0,0,0,0,0,1,12,2,13.77419281
"54467",1,9,28.451599121,12.53225708,48.6612854,3.9516124725,0.2258063555,0,30,172,40,45,93.822560429
"54480",1,22,4.629032135,0.1129031777,0,0,5.645160675,0,2,1,1,2,10.3870959877
"54503",1,32,12.64515686,0.7903223038,53.516113281,0.6774191856,13.32257843,0,599,2,0,0,80.9515900604
"54521",1,10,0.451612711,0.2258063555,10.95160675,0,11.17741394,0,132,0,31,0,22.8064397565
"54537",0,0,0,0.1129031777,0,0.1129031777,9.4838638306,0,0,1,3,3,9.709670186
"54546",0,0,12.41934967,1.9193544388,0,0,0,0,57,54,56,0,14.3387041088
"54550",0,0,2.5967731476,1.129032135,22.241928101,0,2.145160675,0,0,1,16,25,28.1128940586
"54556",1,3,0.1129031777,0.5645160675,1.6935482025,0,0,0,15,5,0,0,2.3709674477
"54567",1,18,13.88709259,1.5806446075,17.725799561,1.2419347763,2.3709659576,0,11,8,41,120,36.8064374924
"54578",1,14,5.0806427002,0,0,0,0.2258063555,0,602,0,0,1,5.3064490557
"54581",1,8,7.1128997803,0,0.451612711,0,0,0,2,10,4,1,7.5645124913
"54586",0,0,10.95160675,0,1.6935482025,1.2419347763,0.2258063555,0,8,0,2,2,14.1128960843
"54588",1,15,0.7903223038,0,2.0322570801,0,0,0,105,0,0,0,2.8225793839
"54594",0,0,135.59667969,0,0,0,0,0,5,5,52,4,135.59667969
"54597",0,0,1.9193544388,0.2258063555,0,6.6612892151,0.2258063555,0,5,1,1,5,9.0322563649
"54604",1,20,0,0,10.38709259,0,0.2258063555,0,25,0,0,1,10.6128989455
"54620",1,26,0,0,1.8064508438,0,0,0,0,0,0,7,1.8064508438
"54623",1,25,0.7903223038,7,24.838699341,1.3548383713,0,0,65,102,6,13,33.9838600161
"54624",1,23,27.209671021,0,69.661254883,0,1.9193544388,0,14,4,281,5,98.7902803428
"54632",0,0,0,0.6774191856,8.4677352905,0,0,0,40,0,0,0,9.1451544761
"54658",1,31,0,0,65.822570801,0,0,0,0,0,10,166,65.822570801
"54666",0,0,0,0,23.370956421,0,0,0,0,0,0,130,23.370956421
"54672",1,20,23.822570801,0,0,0.3387095928,0,0,4,15,8,6,24.1612803938
"54675",0,0,0.451612711,0,0,0,0,0,0,0,0,0,0.451612711
"54683",1,18,15.12902832,7.6774177551,0,0,0,0,108,2,11,33,22.8064460751
"54701",1,7,177.70959473,3.7258052826,0,0.1129031777,0.1129031777,0,501,200,9,125,181.661206368
"54702",0,0,17.838699341,0.5645160675,0,0,0,0,5,1,84,1,18.4032154085
"54703",1,46,0,0,0.451612711,0,1.6935482025,0,17,0,7,0,2.1451609135
"54707",0,0,8.5806427002,0,37.709655762,0,0.451612711,0,1,138,2,3,46.7419111732
"54708",1,27,31.951599121,0.6774191856,9.25806427,0,0,0,33,5,11,3,41.8870825766
"54713",1,26,110.75805664,0.5645160675,0,4.1774177551,0.6774191856,0,217,95,4,113,116.1774096482
"54714",0,0,0,0.2258063555,0,0,7.6774177551,0,0,0,15,0,7.9032241106
"54721",1,50,0.451612711,0,0.3387095928,0,0,0,144,1,3,6,0.7903223038
"54722",0,0,0,0,5.75806427,0,2.25806427,0,4,33,0,0,8.01612854
"54728",1,8,0,0,29.354827881,0,0,0,0,0,0,0,29.354827881
"54733",1,27,16.59677124,0,0,0,0,0,7,0,76,4,16.59677124
"54737",0,0,13.09677124,0,59.5,0,0.7903223038,0,3,151,0,0,73.3870935438
"54749",1,10,114.48382568,0,0,0,0.7903223038,0,277,112,34,20,115.2741479838
"54754",1,17,56.56451416,14.56451416,121.37091064,0.1129031777,3.5,0,151,6,318,52,196.1128421377
"54756",1,2,49.903198242,0,3.0483856201,0,0,0,60,198,0,1,52.9515838621
"54780",1,17,13.88709259,0.6774191856,26.19354248,0,0,0,0,51,2,0,40.7580542556
"54782",1,11,0.1129031777,0,0,0,0.2258063555,0,0,0,0,0,0.3387095332
"54791",0,0,11.29032135,0.1129031777,11.17741394,0,0,0,8,7,4,3,22.5806384677
"54809",0,0,4.2903213501,0.451612711,70.790283203,0,0,0,0,1,0,0,75.5322172641
"54814",0,0,0,0.451612711,0,0.1129031777,0.3387095928,0,0,0,0,4,0.9032254815
"54822",0,0,0,0,133,0.7903223038,0.3387095928,0,0,3,21,346,134.1290318966
"54854",0,0,0.5645160675,1.01612854,0.6774191856,0,0,0,2,17,2,0,2.2580637931
