"","particpate","elaboration","prefood","pregas","prebank","preretail","preother","Rfreq","mile1","mile2","mile3","mile4","basemile"
"50233",1,7,0,0,27.435470581,0,0,0,2,110,0,0,27.435470581
"50235",1,31,0,1.01612854,0,0.1129031777,0,0,1,3,1,0,1.1290317177
"50238",0,0,2.7096767426,0,0.1129031777,0,0,0,4,2,1,2,2.8225799203
"50242",0,0,0,1.6935482025,46.741912842,0,0,0,330,0,1,1,48.4354610445
"50247",1,10,5.0806427002,0,35.56451416,0,0.5645160675,0,123,0,20,0,41.2096729277
"50265",1,29,123.40319824,1.3548383713,25.62902832,1.8064508438,0,0,4,25,87,21,152.1935157751
"50281",1,21,0,0,33.983856201,0.6774191856,1.3548383713,0,215,9,2,2,36.0161137579
"50283",0,0,8.6935424805,0.3387095928,0,0,1.6935482025,0,29,20,0,28,10.7258002758
"50292",0,0,43.12902832,1.5806446075,37.935455322,0,0.1129031777,0,7,0,5,0,82.7580314272
"50298",1,17,0.3387095928,5.4193534851,8.8064498901,0,0,0,594,14,3,40,14.564512968
"50300",0,0,12.30644989,1.5806446075,33.306427002,0,0,0,30,118,27,15,47.1935214995
"50301",1,9,0,0,0,0,0.451612711,0,0,0,2,0,0.451612711
"50302",0,0,28.903213501,0,0,0,0,0,0,2,0,4,28.903213501
"50312",0,0,11.40322113,1.3548383713,8.9193496704,0.1129031777,1.6935482025,0,110,17,1,5,23.4838605519
"50321",0,0,15.35483551,0,0,0.451612711,0,0,0,4,1,6,15.806448221
"50323",0,0,6.5483856201,2.7096767426,0,0.5645160675,0,0,2,4,2,0,9.8225784302
"50326",1,36,0.9032254219,0,9.8225784302,0,0,0,40,0,0,0,10.7258038521
"50328",0,0,4.0645141602,7.3387069702,21,0,0.2258063555,0,13,6,90,29,32.6290274859
"50333",0,0,0.1129031777,0,0,0,0,0,0,0,0,2,0.1129031777
"50337",1,23,4.7419319153,1.129032135,13.32257843,0,0,0,29,1,4,0,19.1935424803
"50343",1,20,72.483825684,2.7096767426,28.67741394,0.1129031777,0.3387095928,0,2,294,56,4,104.3225291371
"50347",1,21,2.25806427,2.25806427,12.19354248,0,4.51612854,0,540,0,2,2,21.22579956
"50352",1,36,4.51612854,0,10.725799561,0,0,0,29,0,0,0,15.241928101
"50359",0,0,115.16125488,0,0,0,0,0,15,7,9,12,115.16125488
"50366",1,25,0,0.451612711,0,0,0,0,12,0,0,0,0.451612711
"50375",0,0,98.790283203,0,18.403213501,0,0,0,215,62,82,134,117.193496704
"50379",0,0,0,0,147.33862305,0,21.790313721,0,80,0,0,717,169.128936771
"50384",0,0,0.5645160675,0,162.01611328,0,22.12902832,0,0,2,0,0,184.7096576675
"50401",0,0,0,0,113.91931152,0,12.19354248,0,0,0,0,0,126.112854
"50402",0,0,1.6935482025,4.8548355103,43.69354248,0,9.4838638306,0,4,189,3,2,59.7257900234
"50410",0,0,14.67741394,0.451612711,31.1612854,0.6774191856,0.451612711,0,122,9,0,1,47.4193439476
"50412",1,17,0.2258063555,0.5645160675,51.59677124,0,0,0,0,204,0,41,52.387093663
"50419",0,0,0,0.451612711,0,0,0,0,2,2,2,0,0.451612711
"50451",0,0,144.96765137,0,10.5,0.451612711,0,0,132,33,9,2,155.919264081
"50463",1,11,0.2258063555,0,0.9032254219,0,0,0,0,19,0,0,1.1290317774
"50465",0,0,24.04838562,6.0967712402,60.741912842,0.1129031777,14.90322113,0,65,14,45,5,105.9031940099
"50484",0,0,4.7419319153,0.3387095928,0.2258063555,0,2.8225803375,0,11,6,5,5,8.1290282011
"50491",0,0,0.5645160675,11.62902832,16.822570801,0.3387095928,0,0,50,3,44,6,29.3548247813
"50492",1,31,15.01612854,0.6774191856,13.77419281,0,0,0,34,0,1,0,29.4677405356
"50507",0,0,1.129032135,0,2.4838695526,0.5645160675,0,0,0,0,3,0,4.1774177551
"50509",1,27,38.387084961,21.11289978,85.806396484,0,8.01612854,0,32,36,120,251,153.322509765
"50512",1,28,15.467735291,12.19354248,90.774169922,2.0322570801,16.935470581,0,12,438,113,5,137.4031753541
"50520",0,0,0.2258063555,0.3387095928,0,0,0,0,1,2,8,0,0.5645159483
"50522",1,26,0.1129031777,1.3548383713,95.177368164,0,0,0,7,0,2,0,96.645109713
"50524",0,0,0.3387095928,0,0,0.3387095928,6.7741928101,0,0,0,31,0,7.4516119957
"50539",0,0,1.3548383713,1.129032135,59.5,0,2.0322570801,0,0,0,2,90,64.0161275864
"50546",1,29,15.69354248,0,55.09677124,0,4.8548355103,0,54,11,130,33,75.6451492303
"50550",0,0,3.387096405,2.25806427,92.806396484,0,0.1129031777,0,7,492,4,4,98.5644603367
"50557",1,32,0,0,7.9032249451,0,0,0,0,0,0,0,7.9032249451
"50558",0,0,0.2258063555,3.387096405,58.935455322,0,8.8064498901,0,181,1,1742,2,71.3548079726
"50560",1,11,7.5645141602,0,2.4838695526,0.451612711,7.6774177551,5,2,64,10,2,18.1774141789
"50561",1,12,0.2258063555,0.5645160675,11.40322113,0.451612711,0,0,0,0,2,0,12.645156264
"50566",1,5,0.1129031777,0,1.01612854,0,0,0,0,0,0,1,1.1290317177
"50579",0,0,17.1612854,1.9193544388,8.5806427002,5.1935462952,0,0,53,6,2,0,32.8548288342
"50581",1,17,0,3.2741928101,1.129032135,0,0,0,6,0,0,0,4.4032249451
"50595",0,0,3.2741928101,1.2419347763,56.112884521,0,0,0,36,0,9,154,60.6290121074
"50606",0,0,3.0483856201,2.0322570801,154.56445313,0,0,14,8,0,0,56,159.6450958302
"50607",0,0,0,0,14.33870697,0,2.25806427,0,0,105,1,26,16.59677124
"50609",0,0,15.12902832,0,32.06451416,0.2258063555,1.129032135,0,70,7,5,3,48.5483809705
"50613",1,17,0.2258063555,0,64.241882324,0,0,0,0,12,0,0,64.4676886795
"50618",1,15,12.0806427,0,16.483856201,0,6.0967712402,0,9,15,26,12,34.6612701412
"50623",1,26,3.9516124725,0.451612711,39.741912842,0.2258063555,0,0,55,12,12,337,44.370944381
"50629",1,36,16.03225708,10.04838562,38.838684082,0.1129031777,0,0,26,6,166,10,65.0322299597
"50638",0,0,19.419342041,0.451612711,110.53222656,0.7903223038,0,0,95,2,199,36,131.1935036158
"50654",1,29,17.61289978,1.129032135,124.6451416,0.6774191856,1.01612854,0,1,4,80,0,145.0806212406
"50662",0,0,0,0,30.709671021,0,0.3387095928,0,82,2,118,126,31.0483806138
"50663",1,18,38.725799561,0,6.6612892151,0,0,0,37,0,0,1,45.3870887761
"50676",1,28,0,0.7903223038,73.387084961,0,3.7258052826,0,157,0,5,94,77.9032125474
"50684",1,32,0,0,13.209671021,0,0,0,122,0,0,7,13.209671021
"50689",1,18,44.822570801,1.3548383713,16.709671021,0,0,0,100,5,26,10,62.8870801933
"50694",0,0,0,0,2.25806427,0,0,0,0,0,329,0,2.25806427
"50695",1,27,0.1129031777,2.25806427,45.838684082,0.2258063555,12.30644989,0,7,48,79,75,60.7419077752
"50724",1,18,0.5645160675,0,0,0,3.387096405,0,0,30,0,51,3.9516124725
"50730",1,24,2.25806427,1.8064508438,40.983856201,0,10.04838562,0,5,191,0,5,55.0967569348
"50746",0,0,51.935455322,7.1128997803,54.53225708,0.451612711,22.354827881,0,45,27,58,8,136.3870527743
"50754",0,0,17.5,32.62902832,21.338699341,0,11.06451416,0,15,34,67,3,82.532241821
"50755",0,0,0,6.6612892151,42.112884521,0,8.2419281006,0,37,0,2,2,57.0161018367
"50757",0,0,357,1.129032135,86.935424805,3.0483856201,3.8387088776,0,293,158,368,544,451.9515514377
"50763",1,33,1.2419347763,0.2258063555,151.51611328,0.451612711,0,0,118,38,0,22,153.4354671228
"50769",1,25,17.838699341,20.322570801,6.3225784302,0,0.2258063555,1,33,20,18,12,44.7096549277
"50770",0,0,24.951599121,0,0,0,0,0,3,8,15,14,24.951599121
"50774",1,4,1.6935482025,0,19.758056641,0,0,0,9,2,2,0,21.4516048435
"50775",0,0,5.8709640503,12.64515686,62.435455322,0.2258063555,0,0,88,4,61,37,81.1773825878
"50787",0,0,18.290313721,3.6129016876,90.096740723,0.451612711,17.838699341,0,14,163,17,17,130.2902681836
"50788",1,45,11.741928101,0,26.870956421,0,0.451612711,0,0,0,4,25,39.064497233
"50794",0,0,0.451612711,1.6935482025,40.983856201,5.645160675,6.887096405,0,0,93,0,2,55.6612741945
"50800",0,0,10.04838562,0,40.53225708,0,10.1612854,0,221,38,2,0,60.7419281
"50812",0,0,3.1612892151,0,0,0.9032254219,1.129032135,0,12,39,0,0,5.193546772
"50821",1,20,4.51612854,0,183.69348145,3.7258052826,2.25806427,0,42,655,3,74,194.1934795426
"50852",0,0,0,0,13.77419281,0,0,0,0,0,0,118,13.77419281
"50877",0,0,2.5967731476,1.4677410126,0,0,0,0,4,2,4,0,4.0645141602
"50878",0,0,3.8387088776,0,0,0.3387095928,0,0,0,11,7,0,4.1774184704
"50885",1,1,1.3548383713,1.3548383713,0,0,0,0,0,2,2,3,2.7096767426
"50921",0,0,0.9032254219,18.403213501,106.12902832,0.7903223038,0,0,160,55,40,6,126.2257895467
"50926",0,0,4.51612854,0,15.5806427,0.2258063555,0,0,130,2,3,3,20.3225775955
"50930",0,0,3.6129016876,3.387096405,33.306427002,0,0,17,7,5,132,3,40.3064250946
"50951",0,0,0,0,0.2258063555,3.7258052826,0.6774191856,0,0,23,0,0,4.6290308237
"50971",0,0,8.1290283203,0,1.2419347763,1.6935482025,0,0,3,0,1,4,11.0645112991
"50979",1,28,2.3709659576,0,4.4032249451,1.4677410126,0.5645160675,0,2,39,1,27,8.8064479828
"51000",0,0,2.4838695526,0,22.467727661,0,0,0,1,0,0,235,24.9515972136
"51022",0,0,16.822570801,2.5967731476,16.03225708,0.3387095928,1.6935482025,0,43,15,22,21,37.4838588239
"51027",1,26,1.6935482025,2.7096767426,1.9193544388,0.3387095928,1.129032135,0,0,11,9,35,7.7903211117
"51031",0,0,0.3387095928,4.2903213501,0,0,0,0,4,0,4,875,4.6290309429
"51034",1,6,22.69354248,0,0,0,0,0,1,2,9,4,22.69354248
"51036",0,0,0.1129031777,0.2258063555,0,0,0,0,3,1,0,2,0.3387095332
"51045",1,25,11.06451416,0,0,0.2258063555,0,0,10,3,17,10,11.2903205155
"51058",1,0,4.4032249451,0.3387095928,0,4.7419319153,0,0,2,8,8,6,9.4838664532
"51061",1,13,90.209655762,1.9193544388,23.59677124,4.2903213501,7.3387069702,0,123,32,114,128,127.3548097611
"51062",0,0,5.8709640503,0.6774191856,0,2.9354820251,0,0,14,5,31,8,9.483865261
"51099",0,0,0,0,0,0,1.2419347763,0,2,0,2,1,1.2419347763
"51119",1,21,8.1290283203,0.2258063555,0,0.7903223038,0,0,3,2,64,2,9.1451569796
"51122",0,0,0.6774191856,6.7741928101,46.741912842,3.0483856201,0,0,36,16,50,136,57.2419104578
"51124",1,15,1.8064508438,1.129032135,52.838684082,2.5967731476,0.2258063555,0,0,334,6,6,58.5967465639
"51164",1,28,8.1290283203,1.2419347763,0,0,0,0,5,5,6,7,9.3709630966
"51166",0,0,2.5967731476,0,121.37091064,0,3.5,0,8,8,9,313,127.4676837876
"51169",0,0,2.4838695526,2.5967731476,2.25806427,0.3387095928,0,0,2,22,1,11,7.677416563
"51170",1,9,0.451612711,1.5806446075,0,0,0,0,12,2,2,0,2.0322573185
"51176",1,43,12.19354248,7.9032249451,15.01612854,0,7.1128997803,0,27,5,29,18,42.2257957454
"51183",1,12,0,0,0,1.129032135,0.3387095928,0,2,0,16,1,1.4677417278
"51193",1,26,0.1129031777,0,134.58056641,1.5806446075,0,0,68,1207,0,0,136.2741141952
"51196",0,0,19.419342041,0,5.75806427,0,0,0,22,9,0,8,25.177406311
"51198",1,15,17.1612854,0.451612711,1.01612854,0,0,0,35,1,11,5,18.629026651
"51200",1,26,0,0,3.1612892151,0,6.7741928101,0,0,17,25,2,9.9354820252
"51205",0,0,17.951599121,13.54838562,0,0.7903223038,1.6935482025,0,31,35,0,8,33.9838552473
"51210",1,21,5.645160675,0.2258063555,0,0,0,0,38,7,2,0,5.8709670305
"51227",1,30,11.40322113,0,0,1.2419347763,3.0483856201,0,4,16,0,2,15.6935415264
"51234",1,11,5.8709640503,7.2258033752,0,8.5806427002,0,0,4,9,7,15,21.6774101257
"51236",1,29,4.8548355103,0,0,0,0,1,0,0,0,0,4.8548355103
"51252",1,2,0.7903223038,5.1935462952,40.53225708,0,0,3,27,0,0,0,46.516125679
"51260",1,20,0.1129031777,0.6774191856,94.048339844,0.1129031777,0.451612711,0,249,20,55,69,95.403178096
"51265",0,0,0,6.3225784302,5.4193534851,0,0,0,1,6,2,3,11.7419319153
"51273",1,34,9.3709640503,0,9.5967712402,0,0,0,5,5,6,0,18.9677352905
"51290",1,23,0.6774191856,0,14.67741394,0.5645160675,0,0,3,2,54,0,15.9193491931
"51301",0,0,2.8225803375,3.1612892151,1.8064508438,2.3709659576,0,0,1,1,55,42,10.161286354
"51317",0,0,8.5806427002,2.145160675,0,0.2258063555,0,0,2,0,19,0,10.9516097307
"51319",0,0,1.129032135,86.935424805,60.516113281,0,0.5645160675,0,10,6,247,16,149.1450862885
"51323",1,20,0.6774191856,1.129032135,8.01612854,0.5645160675,0,0,0,1,31,4,10.3870959281
"51340",1,30,3.387096405,0.6774191856,6.6612892151,0,0,2,10,19,20,3,10.7258048057
"51351",0,0,0,0.3387095928,41.322570801,0.3387095928,0,0,0,0,138,0,41.9999899866
"51355",0,0,14.45160675,0,20.209671021,0,0,0,7,14,63,18,34.661277771
"51358",0,0,1.9193544388,0.6774191856,0,0.3387095928,0,0,1,7,8,6,2.9354832172
"51364",0,0,27.54838562,4.629032135,60.290313721,19.53225708,10.1612854,0,197,60,66,72,122.161273956
"51375",1,9,31.61289978,7.2258033752,28.451599121,0,1.3548383713,0,2,345,1,2,68.6451406475
"51376",0,0,2.145160675,0,0,0,20.54838562,0,5,1,6,2,22.693546295
"51380",1,15,25.17741394,8.4677352905,36.69354248,0.1129031777,6.7741928101,0,33,26,31,223,77.2257876983
"51404",0,0,5.3064498901,1.8064508438,0,0.2258063555,0,0,9,9,15,1,7.3387070894
"51414",0,0,2.0322570801,0,11.51612854,0,2.8225803375,0,0,79,0,0,16.3709659576
"51442",1,30,2.9354820251,0,12.53225708,0,2.0322570801,0,198,47,9,0,17.4999961852
"51449",0,0,31.725799561,1.3548383713,0,0,0,0,10,12,22,8,33.0806379323
"51455",1,20,0.451612711,1.129032135,32.06451416,3.387096405,0,0,29,88,2,45,37.032255411
"51464",0,0,22.241928101,20.322570801,5.0806427002,0,0.6774191856,0,16,27,21,26,48.3225607878
"51467",1,18,0,5.645160675,76.661254883,1.129032135,14.45160675,0,164,9,414,7,97.887054443
"51469",0,0,3.6129016876,0.451612711,0,0,0,0,3,3,10,6,4.0645143986
"51486",0,0,3.7258052826,1.9193544388,0,1.8064508438,0,0,3,7,5,0,7.4516105652
"51502",0,0,16.370956421,0,17.61289978,0.1129031777,0,0,27,40,13,5,34.0967593787
"51507",0,0,8.6935424805,1.2419347763,2.8225803375,0,0,0,17,6,8,13,12.7580575943
"51525",0,0,7.1128997803,3.8387088776,101.16125488,7.1128997803,4.51612854,0,12,285,17,83,123.7418918582
"51537",0,0,11.06451416,0.2258063555,0,1.2419347763,0,0,1,20,8,12,12.5322552918
"51546",0,0,0.5645160675,2.145160675,17.838699341,0,0,0,38,1,0,0,20.5483760835
"51549",0,0,18.51612854,0,0,0,0,0,7,11,10,6,18.51612854
"51560",0,0,0.1129031777,0,4.0645141602,0,0,0,22,0,0,0,4.1774173379
"51561",1,28,0.2258063555,0.1129031777,0,0,0,0,10,0,11,1,0.3387095332
"51578",1,10,1.129032135,0,0,0,0,0,0,0,1,1,1.129032135
"51614",1,26,3.387096405,0,0,0.1129031777,0,0,2,4,1,1,3.4999995827
"51619",0,0,1.8064508438,1.6935482025,0,0,0,0,1,0,7,0,3.4999990463
"51650",1,43,11.967735291,3.8387088776,0,0.451612711,0,0,15,6,2,5,16.2580568796
"51669",0,0,3.8387088776,3.9516124725,17.725799561,0,0,0,31,2,2,1,25.5161209111
"51670",0,0,2.5967731476,0.451612711,0,0,0,0,0,2,0,0,3.0483858586
"51677",0,0,19.983856201,0.451612711,0,0.1129031777,0,0,32,15,9,13,20.5483720897
"51680",1,11,7.1128997803,0,7.6774177551,0,0.9032254219,0,3,6,37,11,15.6935429573
"51684",0,0,15.91934967,7.1128997803,51.59677124,5.5322570801,0.3387095928,0,69,73,88,35,80.4999873632
"51689",0,0,5.8709640503,0.451612711,71.016113281,0.2258063555,0,0,414,0,0,0,77.5644963978
"51692",0,0,4.9677391052,0,4.51612854,0.2258063555,0,0,75,2,11,4,9.7096740007
"51702",1,46,7.5645141602,0.7903223038,23.709671021,9.8225784302,0.2258063555,0,27,6,9,197,42.1128922707
"51711",0,0,22.01612854,2.25806427,9.0322570801,0,0,0,23,11,11,8,33.3064498901
"51717",0,0,9.8225784302,1.4677410126,0,0,0,0,11,16,9,3,11.2903194428
"51718",0,0,0.1129031777,3.387096405,32.62902832,0,4.2903213501,0,5,0,44,0,40.4193492528
"51720",0,0,11.29032135,1.2419347763,11.51612854,0.6774191856,2.4838695526,0,9,26,37,3,27.2096734045
"51729",0,0,10.04838562,8.8064498901,7.6774177551,0.2258063555,0,0,14,9,22,15,26.7580596207
"51735",0,0,31.274185181,0,62.887084961,4.4032249451,6.6612892151,0,0,12,8,72,105.2257843022
"51738",0,0,1.2419347763,0,0,0,0,0,1,0,0,6,1.2419347763
"51750",0,0,30.14515686,1.9193544388,44.822570801,0,1.8064508438,0,100,12,86,34,78.6935329436
"51765",0,0,7,0,1.3548383713,0.6774191856,0,0,28,0,0,8,9.0322575569
"51768",1,20,2.0322570801,0,0,0,0,0,4,15,3,0,2.0322570801
"51781",0,0,0,0.1129031777,0,0,0,0,0,0,0,0,0.1129031777
"51790",0,0,1.5806446075,0,0,0,0,0,1,1,0,3,1.5806446075
"51801",1,4,22.12902832,7.6774177551,16.822570801,0,2.145160675,0,12,22,15,94,48.7741775511
"51807",0,0,18.290313721,0,0,0,0.1129031777,0,9,11,20,5,18.4032168987
"51815",0,0,1.2419347763,9.3709640503,33.53225708,0,0,0,1,62,17,6,44.1451559066
"51834",1,28,55.887084961,13.88709259,0,1.9193544388,0,0,30,61,41,69,71.6935319898
"51848",0,0,4.51612854,0,0,0.2258063555,0,0,5,15,7,0,4.7419348955
"51923",0,0,16.822570801,0,0,0.7903223038,5.1935462952,0,18,18,22,9,22.8064394
"51928",0,0,7.7903213501,0,0,0,0,0,2,5,1,8,7.7903213501
"51929",1,4,7.9032249451,1.01612854,0,0,0,0,4,6,1,3,8.9193534851
"51931",0,0,2.0322570801,1.4677410126,0,0,11.29032135,0,0,10,45,105,14.7903194427
"51949",0,0,0,0.9032254219,0,0,0,0,0,1,1,1,0.9032254219
"51953",0,0,7.7903213501,0,17.61289978,0.2258063555,0,0,93,7,38,11,25.6290274856
"51976",1,40,14.33870697,6.5483856201,15.91934967,0.1129031777,7.6774177551,0,47,30,67,27,44.5967631929
"51995",1,8,3.1612892151,2.8225803375,0,0,3.387096405,0,2,97,6,4,9.3709659576
"51998",1,12,2.25806427,0.3387095928,45.951599121,0,0,0,114,35,2,131,48.5483729838
"52001",0,0,8.9193496704,2.5967731476,9.25806427,3.6129016876,0,0,14,29,54,5,24.3870887756
"52004",1,15,18.967727661,4.1774177551,1.01612854,0.1129031777,0,0,13,18,10,14,24.2741771338
"52013",1,26,12.30644989,0,0,0,0,6,0,0,0,0,12.30644989
"52034",0,0,18.967727661,1.4677410126,23.822570801,1.9193544388,0,0,3,68,27,19,46.1773939134
"52036",0,0,2.5967731476,0,0,0.6774191856,0,0,2,3,13,4,3.2741923332
"52066",0,0,3.8387088776,0.1129031777,0,0,1.129032135,0,7,2,11,2,5.0806441903
"52072",0,0,8.1290283203,0,33.19354248,0,0,0,5,4,102,9,41.3225708003
"52077",0,0,5.9838676453,0,5.5322570801,0,0,0,12,24,0,12,11.5161247254
"52086",1,33,7.9032249451,16.258056641,38.048370361,0.7903223038,0.6774191856,0,268,7,60,30,63.6773934365
"52087",0,0,5.0806427002,0,0,0,0,0,7,7,1,10,5.0806427002
"52088",1,28,5.5322570801,0,4.1774177551,0.451612711,0,0,33,4,0,18,10.1612875462
"52093",0,0,1.01612854,1.4677410126,0,0,0,0,2,0,5,0,2.4838695526
"52101",0,0,33.53225708,0,5.5322570801,3.2741928101,6.7741928101,0,1,79,138,2,49.1128997803
"52104",0,0,28.11289978,0,0,0.1129031777,0,0,10,23,9,8,28.2258029577
"52108",1,8,2.145160675,0,0,0,0.9032254219,0,10,2,7,3,3.0483860969
"52113",0,0,0.1129031777,0,0.1129031777,0,0,0,0,3,0,0,0.2258063554
"52115",0,0,4.9677391052,0,0,0.1129031777,0,0,6,6,3,0,5.0806422829
"52133",0,0,0.1129031777,0,4.0645141602,0,2.9354820251,0,0,0,52,0,7.112899363
"52140",0,0,7.9032249451,5.5322570801,11.40322113,0,2.7096767426,0,33,31,23,19,27.5483798978
"52145",0,0,1.5806446075,0,0,0.1129031777,0,0,0,0,2,2,1.6935477852
"52150",1,17,13.43547821,2.7096767426,0,9.25806427,0.2258063555,0,17,14,15,16,25.6290255781
"52167",1,25,0.451612711,0.2258063555,64.580627441,1.01612854,0.5645160675,0,0,7,6,0,66.838691115
"52180",0,0,0.6774191856,0,8.4677352905,0.1129031777,0,0,0,0,1,14,9.2580576538
"52199",0,0,5.4193534851,1.6935482025,118.4354248,0.1129031777,0.6774191856,0,533,9,29,0,126.3386488509
"52201",0,0,1.6935482025,0,14.79032135,0,0,0,7,7,4,10,16.4838695525
"52210",1,26,0.1129031777,0,0,0.1129031777,0,0,0,1,0,0,0.2258063554
"52229",0,0,10.27419281,0,0,1.3548383713,0,0,6,23,14,10,11.6290311813
"52273",1,20,0.3387095928,6.887096405,0,0,0,0,5,5,4,2,7.2258059978
"52284",1,16,1.4677410126,5.645160675,39.741912842,2.8225803375,0,0,4,217,4,12,49.6773948671
"52296",0,0,2.5967731476,4.4032249451,0,0,0,0,13,2,8,1,6.9999980927
"52299",0,0,1.3548383713,0,0,0,0,0,2,2,3,4,1.3548383713
"52312",0,0,5.4193534851,0,0,0,0,0,10,4,3,3,5.4193534851
"52375",0,0,0.1129031777,0,13.6612854,0,0,0,61,1,0,0,13.7741885777
"52379",1,20,0.6774191856,0,0,0.1129031777,0,0,0,4,0,0,0.7903223633
"52385",1,16,9.25806427,2.7096767426,91,3.2741928101,0.1129031777,0,163,18,2,44,106.3548370004
"52396",1,5,3.2741928101,0.2258063555,0,0.451612711,7.9032249451,0,2,3,35,10,11.8548368217
"52410",0,0,2.3709659576,4.7419319153,0,0,6.7741928101,1,6,6,33,63,13.887090683
"52424",0,0,34.774169922,31.1612854,68.532226563,2.3709659576,31.725799561,0,5,22,117,11,168.5644474036
"52425",0,0,3.7258052826,0,0,0.9032254219,0,0,0,14,0,4,4.6290307045
"52445",0,0,1.8064508438,0.2258063555,0,0,0,0,0,0,0,2,2.0322571993
"52452",0,0,1.6935482025,0,0,0,0,0,2,9,13,4,1.6935482025
"52504",1,20,0.9032254219,0.1129031777,0,0,0,0,10,0,0,0,1.0161285996
"52520",1,51,67.403198242,1.3548383713,6.0967712402,0,2.25806427,0,47,48,15,2,77.1128721235
"52525",0,0,0.1129031777,1.4677410126,70.225769043,1.5806446075,16.03225708,0,19,210,4,4,89.4193149208
"52545",0,0,0.5645160675,2.8225803375,0,2.25806427,0,0,2,1,213,0,5.645160675
"52550",0,0,0.2258063555,2.145160675,24.61289978,0,0,0,49,10,8,2,26.9838668105
"52551",1,11,4.629032135,0,0,0,0.6774191856,0,0,3,18,1,5.3064513206
"52556",0,0,0,0,96.419311523,0,0,0,0,0,0,0,96.419311523
"52561",1,17,0,0,0,0,2.25806427,0,0,15,0,0,2.25806427
"52573",0,0,0,3.9516124725,65.483825684,0,0,0,0,17,5,86,69.4354381565
"52578",1,30,68.983825684,0,0,0.1129031777,0,0,48,3,15,7,69.0967288617
"52580",1,29,0.1129031777,1.01612854,5.0806427002,0,2.8225803375,0,38,33,42,3,9.0322547554
"52585",1,28,20.322570801,1.5806446075,13.88709259,0.1129031777,0,0,16,15,68,5,35.9032111762
"52595",1,45,0,0,0,0,0.2258063555,0,1,0,0,0,0.2258063555
"52632",1,48,49.56451416,1.5806446075,0,1.129032135,0,0,298,7,138,1,52.2741909025
"52637",0,0,0.5645160675,0.9032254219,32.62902832,0,10.1612854,0,1,7,68,3,44.2580552094
"52639",0,0,0.6774191856,0,0,0.5645160675,0,0,0,0,0,5,1.2419352531
"52650",0,0,0.3387095928,1.01612854,11.62902832,0,0,0,2,0,13,87,12.9838664528
"52653",0,0,21.11289978,4.51612854,0,0.2258063555,0,0,0,0,0,17,25.8548346755
"52657",0,0,96.306396484,0,0,2.25806427,0,0,3,5,1,9,98.564460754
"52683",1,12,4.4032249451,2.25806427,0,0,1.5806446075,0,2,3,6,31,8.2419338226
"52685",1,35,0.2258063555,0,8.9193496704,0,1.4677410126,0,4,4,0,61,10.6128970385
"52703",0,0,0.1129031777,0,12.983863831,0,0,0,7,0,1,0,13.0967670087
"52704",1,16,0.5645160675,0.6774191856,0,0.451612711,0,0,14,2,3,60,1.6935479641
"52708",1,29,68.306396484,0,0,0,0,0,0,16,47,3,68.306396484
"52710",0,0,13.32257843,0,0,0,0,0,1,0,0,1,13.32257843
"52711",0,0,0.6774191856,0,17.61289978,2.0322570801,0,0,9,0,1,11,20.3225760457
"52720",0,0,3.9516124725,0,13.32257843,1.8064508438,3.387096405,0,0,2,2,44,22.4677381513
"52725",0,0,23.483856201,0,0,1.8064508438,0,3,30,28,32,4,25.2903070448
"52727",0,0,0.3387095928,9.5967712402,58.145141602,0.9032254219,0,0,0,5,180,0,68.9838478569
"52747",1,33,153.54833984,0.451612711,0,0,25.854827881,0,4,317,3,30,179.854780432
"52753",0,0,0.9032254219,0,33.19354248,0,0,0,7,0,2,1,34.0967679019
"52759",0,0,1.8064508438,0,1.2419347763,10.5,0,0,8,0,0,0,13.5483856201
"52761",0,0,110.87091064,43.806427002,105,0,1.9193544388,0,9,7,16,152,261.5966920808
"52763",0,0,193.96765137,13.32257843,0.5645160675,0,0,0,419,123,4,331,207.8547458675
"52777",0,0,1.5806446075,0,4.1774177551,0,0.451612711,0,0,3,1,2,6.2096750736
"52779",1,18,17.04838562,1.01612854,0,0,0,1,0,7,0,35,18.06451416
"52783",1,12,1.129032135,0,0,0,0,0,1,0,0,1,1.129032135
"52791",1,15,20.209671021,0,42.451599121,0.1129031777,4.2903213501,0,54,82,119,2,67.0644946698
"52794",1,10,18.17741394,0,9.0322570801,0,0,0,78,0,189,0,27.2096710201
"52798",0,0,53.290313721,0,48.09677124,0.5645160675,41.887084961,0,151,401,9,20,143.8386859895
"52805",0,0,23.370956421,0,97.435424805,0,11.06451416,0,141,352,4,1,131.870895386
"52809",1,29,1.5806446075,0,0,0.1129031777,0.451612711,0,0,0,0,0,2.1451604962
"52810",0,0,24.04838562,0.5645160675,0,0,0,0,0,1,1,29,24.6129016875
"52823",1,47,0.5645160675,0,0,0,0.2258063555,0,1,0,2,4,0.790322423
"52827",0,0,14.11289978,0,0,0,0,0,94,26,6,111,14.11289978
"52830",1,45,30.935470581,0.2258063555,0,33.870941162,0,0,53,4,17,2,65.0322180985
"52836",0,0,0.2258063555,0,0,0.1129031777,0.1129031777,0,0,1,0,0,0.4516127109
"52839",0,0,9.25806427,2.25806427,0,0,0.2258063555,0,8,0,1,87,11.7419348955
"52846",0,0,6.7741928101,5.3064498901,0,0,0,0,23,3,3,5,12.0806427002
"52851",1,29,41.09677124,0.9032254219,59.725799561,3.9516124725,12.41934967,0,8,136,34,68,118.0967583654
